word,weight
entry,0.1733200429440888
detection,-0.14502216172104596
value,0.1441196865206966
modify,-0.06818160770300598
request,-0.06302918525128297
given,-0.05998989697642824
update,-0.05155074284407009
updated,-0.04893197622117757
means,0.04110845616375196
data,0.032044819659328753
setting,0.3191272170626159
items,0.31223003087220397
notification,-0.12446819449201701
value,0.10978003149813818
print,-0.0682830115148262
application,-0.06030520646784039
plurality,0.05983827889457409
values,0.056669890794115246
controlling,-0.04101188031846525
printing,-0.03191849327637723
power,-0.19986295391927972
node,-0.19366150720721134
measurement,0.09111141517383736
second,-0.04391906064104029
estimation,0.03504566731234394
select,0.031941503770690736
network,-0.02733191285283012
method,0.02645792748488957
said,0.020315999279608588
indication,-0.019581911494230872
telephone,-0.295350734466874
mobile,-0.16582549585667566
number,0.15838384161644284
payment,0.11881881139297544
request,0.10175531313970503
second,-0.08484722377812191
common,0.03137931343447817
phone,-0.027064200203472374
format,0.023409360252102704
converters,0.020091298737582183
guiding,0.2789034310357071
portion,-0.05572476442108915
second,-0.04465310720892203
circuit,-0.04162900607809518
printed,-0.02620338496928521
push,0.023249233892753626
disposed,-0.019971262265266958
board,-0.01895213037352091
connected,-0.013494809303708884
driving,0.009982322001400782
content,-0.17755516220245282
object,-0.13840380594049612
answer,0.11007073074366218
objects,-0.07194875919975244
portions,-0.0456551704748153
portion,-0.04410504351414896
quality,0.028856870069533375
assessment,0.02038921002375197
indicated,-0.019214827608860237
student,0.01653505882829507
structure,-0.0878955082455452
controller,-0.06864297425343939
data,-0.057006001795806276
radio,-0.05515295593146046
second,-0.05256773744035335
value,0.05023468090161128
station,-0.03374522458915624
values,0.026738666009090566
flow,0.019164550421055856
entity,0.015567360317151604
operational,-0.13466788150523049
device,-0.057747185113369494
cross,0.02497857186857909
applications,-0.023518346695984124
restrictions,0.022453954623992682
user,-0.018456385147249583
limitations,-0.017140748622080898
permission,0.015294367280782015
control,-0.014548312410466717
access,-0.013650217187156526
image,-0.09847037481836317
signal,-0.025803043971090133
second,-0.023498548513400504
control,-0.022467287927177112
processing,0.020508715138053617
unit,0.018941529953294664
identification,-0.017057666554115076
address,-0.012172572462531532
data,-0.011376359631313494
units,0.004374619835474688
policy,0.16471705579389603
digital,-0.14956277877024857
signature,-0.09787921336873019
object,-0.049264614116087194
domain,0.03785979955001451
backup,0.03379473570492834
objects,-0.026171996486767456
domains,0.023314278564445023
policies,0.01651968980949612
values,0.016281482587471308
message,-0.1667025603947557
broadcast,-0.1256661510297301
segments,0.06423137762683778
means,0.03553776145209397
second,-0.03117854822060144
previously,-0.01840772969945588
messages,-0.012298588025622132
identified,-0.010971471859433457
terminating,-0.010854164646625761
based,0.010796432479546054
second,-0.15201994408269423
cell,0.07238179057115747
configured,-0.030997513140619947
broadcast,-0.02900095548871263
information,0.028419783475727694
received,0.02772332478437877
wireless,-0.02662963328292339
difference,-0.025833176127426857
different,-0.022674175115925874
receiver,0.016406818359846198
digital,-0.07372860928207783
object,-0.06378043834768839
indicia,0.02652006691047377
linked,-0.01949506220257183
objects,-0.016313646174318092
electronic,-0.013647792711267799
time,-0.009912032395598364
coordinate,0.009705046052450829
displayed,-0.008300073689076664
indicative,-0.007781172530498819
nodes,-0.2153044964534516
node,-0.17675565569579021
cumulative,0.03701373677400457
value,0.03458832511559151
packet,-0.021342535657861927
communication,-0.016828128318532958
respective,-0.01596828557778301
number,0.015532653841315344
route,0.011468974361128082
detecting,-0.011263875766522671
application,-0.07420902415196849
reception,0.0694154774237601
notification,-0.04842348916041678
data,-0.03129882515860118
unit,0.026968033644002725
broadcasting,-0.025752123838815488
signal,-0.021998616217681958
terminal,-0.021682700328559637
control,-0.021459980565624308
output,0.016807498637754464
print,-0.3505699939595744
job,0.20019312707425846
home,-0.039395694408046675
enterprise,0.03658613488884562
connection,-0.029244341177678983
server,-0.023068951422876658
metrics,0.021776886956979984
file,0.020017535869903173
private,-0.018549314150180976
printed,-0.01807300968468655
rotational,-0.13845427025087423
module,0.11688158634434327
said,0.052837526490193604
movements,-0.04346388472557151
axis,-0.039163164563172176
working,0.035746059231744856
movement,-0.018097135579288333
cycle,-0.017460527859352985
interval,-0.01573698175067481
data,-0.014113213317488067
signal,-0.06307116772823228
second,-0.04436756226291828
configuration,-0.011187559437511591
operation,-0.010523426006079663
different,-0.007932499984929332
signals,-0.00785940516546707
physical,-0.007662694414525823
communication,-0.007532735340788265
cells,0.006870710162442072
wireless,-0.005994187666823531
application,-0.09650982560029757
controller,-0.09140707823636245
control,-0.06512137007258824
area,0.058690595230323384
network,0.036270504693249
signal,-0.032767212844723725
flag,-0.03213738792275299
chip,0.02412111640481108
configured,-0.019667541751331948
cell,0.018405879453672877
surface,-0.13324618812730718
conductive,0.12177669833652607
disposed,-0.06110005012999844
features,-0.060360146828510486
device,-0.027200794100306347
angle,0.018725145385365925
parallel,0.01703490915128516
promote,-0.016907878364675843
at,0.0018940059227143334
wires,0.0013346962387672788
channels,-0.10153363460893715
communication,-0.07584334848902552
server,-0.06637368581760816
number,0.056592933734264765
delivery,-0.011371134748129173
document,-0.011145118846854934
product,-0.010853641926261733
incoming,-0.010510579754452397
program,0.009652040012117127
greater,0.007862660598248734
query,-0.2127672246457683
feature,-0.05057404437127938
vector,-0.04891673218774212
sequence,0.025084149782051025
string,0.020013943719641915
words,0.016954535603364008
readable,0.01642672251989338
medium,0.01517876329902073
activity,-0.013574255574686254
converting,-0.010703463934585171
file,0.2199432440709007
content,-0.13320919005336343
given,-0.11170389058924839
data,-0.09224002394404547
program,0.05340996096204433
portion,-0.03963828875219542
files,0.032454897521389914
storage,-0.029515938463330445
component,0.027696743384374604
request,-0.02675688183000812
job,0.26636245590755364
print,-0.22307441609438547
printing,-0.10753498144996415
password,-0.06274829932305487
user,0.046852186194799826
authenticated,-0.04400734850744689
setting,0.02646574923469425
input,0.016770750898611245
medium,0.010918982286917286
storing,0.010092093494943935
business,0.29847503091903216
employee,-0.07650995793411745
employees,-0.06481521882714686
tax,0.05847130474791169
preparation,-0.03310237854429323
credit,0.030148907436949302
qualification,-0.016779301046008024
compensation,0.013483513300846411
survey,0.01208788648371576
financial,-0.010279365565714474
path,0.45788762729662813
virtualization,-0.3045670301980387
user,0.06675342025299646
storage,-0.050927208699149344
symbolic,-0.04962132668300046
transactions,0.03465876567690853
network,-0.028538759453292963
share,-0.021356517543131635
stores,0.020602406935012776
communicates,-0.018490649644409766
electronically,-0.14747047785835277
details,-0.13488265061203883
value,0.07042818044809707
transactions,0.05592752941910096
exchanged,-0.05346933616554933
plurality,0.048702156606214915
user,0.030986541336301056
response,-0.02813153881953201
method,0.027908464658751412
inviting,-0.026535254783892584
statements,0.12347076163853699
query,-0.12038911234408163
structured,-0.05047122852473731
message,-0.03359128943917661
storage,-0.017790411685409357
second,-0.014207755196722504
fields,0.013261145348051357
data,-0.013066137052921836
statement,0.010964464261188238
device,-0.009549347147405875
query,-0.24981585272936788
database,0.07340799302298665
queries,-0.04167819782531036
table,-0.028336756832486182
parallel,-0.02076992628747731
keys,0.019227395596602696
key,0.016318882931727542
unit,-0.015349408097637388
relations,0.014414636539581369
building,0.008198772645883985
message,-0.17245907242720693
key,0.08783361517775037
public,-0.04449265238933216
enrolled,-0.04113392225145553
sending,-0.03352877514658211
accesses,-0.02618813459619511
messages,-0.02591632993788823
encrypting,-0.023875464412259236
keys,0.01714354235778939
receiver,0.01415142543150546
game,-0.09580848517935597
piece,-0.055083864581714555
device,-0.0333019759901667
graphics,0.027575360434078638
pieces,-0.01723227690770039
movement,-0.01663570935462925
point,0.014573588443348634
space,-0.01264322178837039
uniting,0.011846856664689324
unit,0.010182511845381331
cells,0.4358624416620633
grids,-0.04900467337109058
processor,0.03814381145396396
cell,0.034988310768243984
grid,-0.02836435126797829
routing,0.026945668554527034
circuit,-0.01564649466469453
nodes,-0.012893149265963922
node,-0.011193133472890398
edges,-0.008828973994413696
requirements,0.08604108086202118
deployments,0.07643893868643341
solutions,-0.07432330590316542
pertaining,-0.0473880575046435
deployment,0.045051959045249536
project,0.042711489551765534
installation,-0.0260495214631227
portfolio,0.02425607852318599
data,-0.0207608339266943
sites,-0.009880933759791969
speed,-0.16883937564642584
image,-0.09020158867895568
factor,0.06567135684876699
displayed,-0.043201975136308496
scale,0.04136825673345636
area,0.040311118523759334
portion,-0.023303774230079115
display,-0.022380666547443157
device,-0.014225442717123154
region,-0.013403903131381505
device,-0.10249208008792998
remote,-0.05890209519576772
client,-0.051424572302820507
application,-0.029924281920724338
user,-0.0288972744209176
identification,-0.015270788185326517
configured,-0.014433156714473061
string,0.012351478769032462
interface,-0.01202827047240947
site,0.010462899977749412
device,-0.09254241177567446
packet,-0.07844825000732657
supplied,0.03358992732371285
computing,-0.030546415739782187
second,-0.025680610595911896
gateway,-0.020213491587168814
data,-0.0158785406206797
electrical,-0.01513209399044439
benchmarked,0.01186173717228159
requesting,-0.011095551678648492
printing,-0.5628763781175009
post,0.2541576018399346
processing,0.08093479799014704
second,-0.046814132537332805
priority,-0.02700890431067205
a,-0.011267674852387638
method,0.010133246196685914
can,0.009362527391613428
not,-0.007640882446143963
information,-0.006694753802882998
hand,0.24136286706258828
image,-0.1290977694662659
digital,-0.10112160275505398
gesture,-0.08991247846796593
gestures,-0.06271132372260606
spaces,-0.05565962186257921
images,-0.0510577490910649
color,0.04063181277005644
user,-0.03254179247685448
template,0.027151076964546984
message,-0.054673250286908795
interface,-0.047222899693603985
image,-0.03100816424541323
item,-0.021453372870489967
frames,-0.01695295896847064
group,0.016043476527039316
request,-0.01216013742895368
application,-0.01142002344382939
altered,0.008436620308470848
calendar,0.0073032711831274135
second,-0.2812686898477855
media,0.1003211044393077
remote,-0.040846896145299974
facilitate,0.03769484043278958
items,-0.02944966162994573
updated,-0.023907610700044876
information,-0.021689862501170425
standard,0.020734617264962087
user,0.016747630794560063
quality,0.014865582311083599
loops,-0.09271088397627754
predetermined,0.04712143679795176
device,-0.046048052780845596
unit,0.029441082471072084
processing,-0.02844242518843043
loop,-0.02642472264000334
devices,-0.023181692110599072
connected,-0.01949084137452693
plural,-0.01836164809260503
determining,0.012642451257565409
object,-0.04347726685460164
web,-0.03542264550170978
page,-0.03301225902463
objects,-0.023313281224486993
candidate,0.018605074600905044
control,-0.01776615363161402
data,-0.012541852759467296
display,-0.01174121109546945
information,0.011643070883974201
image,-0.010863475777452202
packet,-0.12922297522500167
limit,-0.04824786454563555
calculated,0.02210904697300883
information,0.018669119756382923
stream,-0.016411559725656836
number,0.015456047430113046
control,-0.01487260937943012
unit,-0.014656787701513492
transmission,-0.013727861117109785
calculate,0.013504980130567792
packet,-0.06822696868585075
packets,-0.061433025359503075
data,-0.026919715791888066
device,-0.019694049156415788
set,0.018470750896980987
protocol,0.012501977525278159
electronic,-0.012347632909166167
routing,0.011572047200478497
network,-0.010761906194055317
information,0.006018466074710578
frequency,0.2769216382182055
server,-0.0469310815068919
interval,-0.046530132851587774
information,0.039464577523643664
time,-0.03113837850495539
host,-0.029624134714726125
obtain,0.021193606359109805
factor,0.020771971198783348
reduce,-0.020256362728455875
based,0.01537780272628847
dynamic,0.10621134343511031
second,-0.08110191851387175
password,-0.03660628167794228
server,-0.031472605748843224
optical,-0.026407820034266605
signal,-0.025347278182116767
client,-0.018715017136678773
device,-0.011806927944217038
display,-0.011318110144297814
verifying,0.010531834986127527
image,-0.3022971350769236
primary,0.07301619535469285
incremental,0.04706911731613411
set,0.044939824930827606
images,-0.036099360197993785
device,-0.03117396134349182
displaying,-0.029824453800278677
operations,-0.02180027771328116
secondary,0.018220650493298164
interfaces,-0.014633643343555264
command,-0.09080849854981492
module,0.09024355320035525
controller,-0.0836255832067537
data,-0.06886656173185447
processing,0.05889127056389051
device,-0.04913206319248415
host,-0.042252414884109135
media,0.030255509777277558
application,-0.028148101748248743
request,-0.02294545707345431
node,-0.15396098916437306
variable,0.09331236433697772
nodes,-0.07290084151302274
variables,0.06510894002371748
connection,-0.05588024359196074
optimization,0.05096209188896898
objective,-0.05063766580301219
command,-0.04856192471758553
function,0.03170956570799838
enterprise,0.02753599719090984
second,-0.17362818379375228
object,-0.07279919601123781
animation,0.07057493458937128
status,0.029562831711067633
associated,-0.02927117310204003
interface,-0.02718825856868102
updating,-0.02285318777231158
configuration,-0.01909288263771826
plurality,-0.019049987964066352
selecting,0.011216388865431
electronic,-0.09936886962680655
customer,-0.09168502559499325
personalized,0.07286042774603835
document,-0.03510296760141553
interaction,-0.027533376799859
action,-0.025233232506387922
trigger,-0.01768589023784064
service,-0.015492146953811892
documents,-0.015248571170446364
list,0.014023180507433173
external,-0.11222208965166065
image,-0.112149373291533
internal,0.10798161096826372
device,-0.07327746348769648
storage,0.040243501110203236
operating,-0.02860070662948399
determining,-0.02737642037304107
connected,-0.02245314543283542
transferring,0.017736419365422595
second,-0.01144434055846892
element,-0.05502933899397888
queue,0.04696330507793645
switching,-0.04247884469026262
logical,0.03900683972210821
controller,-0.022560789326292994
data,-0.022494430634147532
inputs,-0.018942155576071148
physical,-0.015878921843896002
particular,-0.015785138410805317
port,-0.012588665189155844
change,-0.18626976904158044
changes,-0.14232211110010798
version,0.1129884975854334
second,-0.10046873553633735
graph,0.07133077843576971
control,-0.06337926543833408
applicable,-0.04578814892321528
path,0.024358382616132948
method,0.018751040913597115
sequences,0.01662503225681169
geographic,-0.2164498074427809
second,-0.09119157562750241
areas,-0.08669871540871996
area,-0.08250135799430715
significant,0.06993159664835419
geographically,-0.023868184959235438
plurality,0.01682693298597321
identify,-0.015377914773418181
document,-0.013482062001704171
associated,-0.010440468986457997
content,-0.0989043594034979
web,-0.05861363008463058
application,-0.05506239044871994
dynamic,0.04381187775481601
compliance,0.030291656791287834
time,-0.02880119066794352
run,0.0189985593914772
changed,-0.010893153392769356
identified,-0.009158352868756634
element,-0.008970649015822943
application,-0.11029340454709541
client,-0.04689220692283852
applications,-0.04512765682447837
device,-0.028326941403784105
information,-0.016918714453681746
devices,-0.015353512805913596
developer,0.01475868715954782
server,-0.012902044603618254
identification,-0.011014903169119553
behavior,0.010700816743091401
gesture,-0.10021519791285663
interface,-0.07872440842851695
touch,-0.0698630469861867
second,-0.0629376104409339
step,0.0492829919752095
gestures,-0.03141815194573278
screen,0.030267961997551118
multi,0.02526524585727535
touching,-0.023901071383837808
input,0.01555032970002818
symbols,-0.20605718890099278
symbol,-0.13592200573038676
frequency,0.05924072688384058
filter,0.03141566745799848
interval,-0.02579993367068689
random,0.025138555720718075
arranged,0.02488542827255882
version,0.023294663865189826
time,-0.0187946962196971
signal,-0.009895218855443151
said,0.19349277398559855
stored,0.19331629661769398
information,0.10678809090647662
control,-0.09682689249628919
storages,-0.07927428222640541
second,-0.05274172329893709
storage,-0.037310995983186525
processing,0.0321994730140973
plurality,-0.02734581704700088
program,0.024609182330096395
merchants,-0.13536476808775344
customer,-0.12281419511959389
financial,-0.09960766404842775
incentive,0.09235431025693129
merchant,-0.06404822038345453
preferred,0.04114714883088579
purchase,-0.03655337878178832
second,-0.03237514725620167
grid,-0.030222487096784774
incentives,0.022838822718914808
token,-0.09226533674334891
enterprise,0.08026129829282296
application,-0.074816476626323
device,-0.05826952054010207
portion,-0.022003884994955234
second,-0.02101681684804055
telecommunications,-0.01450575663265129
information,-0.012243997891926978
servers,-0.012238783894792795
technology,0.008341670108334103
key,0.2253222061495644
second,-0.20113942623887932
group,0.16695086920531005
content,-0.15272830988762653
contents,-0.10042380587720223
sub,-0.05405807144244572
encrypted,-0.05217424942142084
home,-0.03282701233766903
encrypting,-0.03213378254434241
decrypts,-0.026059767478188247
voltage,-0.0694472610060684
power,-0.04564054734467718
second,-0.029034878846265464
control,-0.014607080864728225
circuit,-0.01093555754278488
charges,0.007310793726901168
controls,-0.007275739707685489
mode,-0.006260756184433305
controlled,-0.004657713654520727
sensing,-0.0037341711546336255
capacity,-0.1554526325050844
signal,-0.09075175679888513
algorithm,0.05904071662027238
scheduling,0.043988961371603345
reception,0.03218818877640279
limited,-0.030685720953989745
resource,-0.027497497573948194
data,-0.025425319517348912
configured,-0.024947753903608285
priority,-0.024244353368877137
power,-0.3400759328612846
measured,0.1456362298899159
interval,-0.1336361402486474
device,-0.08251544295079702
measurement,0.07730001021061696
measuring,0.057486527145711286
data,-0.03694787478086307
measure,0.026809182335820653
collecting,0.026139558306808603
said,0.024165053561574525
slots,0.556812380589313
packet,-0.1748406307713681
Access,-0.12664520894712336
Terminal,-0.0806299732937339
second,-0.05749831945360114
Network,-0.056142093708671584
set,0.02640651743027638
sending,-0.013002826357257004
processor,-0.006105599583886756
medium,0.004930205488893676
event,-0.22034450844031495
module,0.14190694447055524
value,0.052405348494650277
assign,0.048715051523087916
relevancy,-0.039699923197663446
degree,0.03826316864467357
data,-0.02288317114230654
assigned,0.022794033988553355
set,-0.020011957686840897
characteristics,0.019145799247778705
feedback,-0.1510095893759953
result,0.12344922668343886
method,0.04217883615097055
step,0.03149672981565425
transmitter,-0.027910198440998877
wireless,-0.02507678448251483
expected,-0.019788075587740424
communication,-0.017631582361157513
channel,-0.016636714923985427
binary,0.01623842997998748
script,-0.06540435260866412
portion,-0.03867821521590503
image,-0.029259097763816563
stage,-0.022808123217730847
apparatus,0.017810205522821008
portions,-0.017016227927439564
second,-0.0169503919007458
actions,-0.014214161786259456
information,0.012502459937541689
sequence,0.009498791262338636
application,-0.3431274927488607
condition,0.04268395287419432
date,0.037599167254790865
data,-0.03500954651170943
transmission,-0.03302249551691
time,0.02097429513769637
identifying,-0.020551850774138913
search,-0.016135185020160647
start,0.015729453615587845
accepted,0.01185598268544974
light,-0.2713595076980643
second,-0.03547974948865523
emitting,0.03230244051460814
alignment,-0.024258680236006237
hole,0.021671347695782096
adapted,0.01660563898221709
guide,0.01586378462232983
formed,-0.01070745668312995
connects,-0.009866786460342194
positioned,-0.009090564634541453
pool,-0.09978649426504224
groups,0.08709897038205602
group,0.06675701109242639
storage,-0.0644517699771729
page,-0.05977362264842249
access,-0.042658948413707286
tier,0.022985713166252877
plurality,-0.01993595464217728
controller,-0.016333641013225587
portions,-0.014011309648133269
content,-0.22281763885479533
set,0.09866223202744953
items,0.09063035965642967
page,-0.07722429695067387
web,-0.063207346088149
display,-0.03384482672169585
second,-0.024471135390671347
device,-0.02334410052941537
loading,-0.017536245422450317
scroll,0.011728378131424237
second,-0.14749431638736063
radio,-0.0757938628011821
transmission,-0.06457488063057
performing,0.03815955325541688
communication,-0.025135110899756518
cells,0.024673216382277513
descrambling,-0.01973733589063562
code,0.016070485514282737
method,0.015155139438735745
transmitting,-0.012542026708783991
application,-0.150538937829159
saved,0.04298516322029873
user,-0.041289211251823416
interface,-0.039971783913035186
client,-0.0375045991009725
second,-0.03439659290670526
request,-0.03357730561327701
information,-0.032515859640072434
variables,0.030554115799849135
additional,0.015492911125388514
signal,-0.0694386943754174
radio,-0.040366267571317505
circuitry,-0.03971137579917428
frequency,0.031027112935447063
electronic,-0.019659294791089
configured,-0.0138891190845758
component,0.01304290731851643
path,0.00952837685598308
second,-0.009491100338746157
transmit,-0.008530655479778831
error,0.11888872973810068
end,-0.07353377006222908
packet,-0.06763681238997563
second,-0.06417134151659742
errors,0.05880376861225209
encoding,0.0315714849563077
Peak,0.03020386260697148
encoder,0.029531437386215404
notification,-0.027222657116169266
Power,-0.0262607308477097
document,-0.14675478814011186
value,0.12015176201229416
documents,-0.09225368700648476
processors,0.04424533927417572
devices,-0.04379777428986845
calculated,0.04363268129161187
identified,-0.0400458139188728
score,0.03800884769111618
calculating,0.033075261176649655
affiliated,-0.030093889352924598
application,-0.07198808343016057
second,-0.07093228515296665
controller,-0.03567470981260824
file,0.030876109340586294
switch,0.030834224632913222
operating,-0.02759651214433674
external,-0.01991507734995945
device,-0.019536131071042125
identify,-0.015910611950588165
medium,0.013927030451335259
object,-0.0992020072152691
consumer,-0.04618792284324714
space,-0.043260646327474686
said,0.014572113091739603
adaptation,0.013158439320533536
communication,-0.006988236783620678
data,-0.006606260313067847
outgoing,-0.006380127669367821
conversion,-0.006109036195626819
handles,-0.005878114344407574
signal,-0.14760183698103566
said,0.09836451559887388
power,-0.09399028954161812
value,0.05495555096763773
powered,-0.038763144126416633
mode,-0.02660376871229326
circuitry,-0.026433565023678062
elements,-0.02143160109849964
clock,0.01851676115044181
circuit,-0.01743437464108846
voltage,-0.25484216025848105
circuitry,-0.062319903816500447
number,0.05946810847595063
intervals,-0.033358183897357764
predetermined,0.031680431699330644
control,-0.025108560608434347
contact,0.020863064719163785
steps,0.016432863458681328
configured,-0.015305293143065495
threshold,-0.013818358410735386
touch,-0.16172405108476948
second,-0.12213903615178634
feedback,-0.0437581554113068
meets,0.04369315382893144
threshold,0.03700205715742452
function,0.02603125572089888
force,0.02151395323130517
display,-0.021029984539073125
exceeds,0.020098675986322912
detecting,-0.01530698755937623
matching,0.054607636073284345
physical,-0.04141160077947052
device,-0.025213727175173662
removable,-0.024303611612417585
access,-0.02414332276397734
request,-0.024099241317700762
enforcement,-0.023272060042366604
detected,-0.022334991002964308
policy,0.02189421916276012
match,0.013274362486657252
trained,0.16993160147653402
computing,-0.1162861704998369
training,0.1090899861050952
resources,-0.07679311535070887
classifier,0.061442952086084524
resource,-0.039572647191575196
second,-0.03146357124122751
plurality,-0.028177576710172986
respective,-0.021939007986734788
configurations,-0.017891755852618953
chip,0.10651380003717444
transactions,0.06958155805532243
multiple,-0.06460390502324524
device,-0.03338641674902285
masters,0.02869647079564895
computing,-0.027276050918867426
allocating,0.018097711359343883
module,0.00816958935321814
method,0.00455026915356105
based,0.003983638556402635
packet,-0.12201252565938787
packets,-0.09244983000148772
buffers,-0.05675714081837901
memory,0.02099735463949973
buffer,-0.01871935640206515
data,-0.014759217719812937
copying,0.014038819750197024
access,-0.012035795715834529
stamps,0.010847305451567877
application,-0.009255689751456339
work,0.6190653513584182
second,-0.2223376105684111
items,-0.08283751378039919
group,0.03357062843420851
device,-0.02800774744835185
identification,-0.0262030657125713
operations,-0.026189900264664098
variables,0.02131913993680437
computing,-0.019589399991675145
signature,-0.017264743560264792
content,-0.20475436365381708
portion,-0.10562276737786323
new,0.09615530182469535
navigation,0.050053608483917586
binary,0.04369737631216136
current,-0.03655075063753965
second,-0.02656435116957598
ending,-0.022006209664633795
navigates,0.01060452156198086
intermediate,0.0051442292884314525
terminal,-0.08055842283507154
number,0.07323547756744123
control,-0.06960094869927949
wireless,-0.06530587491104989
vector,-0.050419635192231575
allocated,0.0410755019675218
symbols,-0.03521821528141607
data,-0.03206511032066179
estimating,0.014809026427534325
allocate,0.01280570534370139
section,-0.2342084980082488
entry,0.14651079294508504
mapping,0.10165229343021245
virtual,-0.06851865045228123
mapped,0.06609638031303909
aligned,-0.054127891697690104
addresses,-0.04490057793530431
address,-0.03052339099513728
size,0.026872854435075994
entries,0.024372134544617275
blocks,-0.1502143619033505
block,-0.0905399031689562
matrix,0.0572305355961496
phase,0.05010551743243476
form,-0.04381814670518859
vector,-0.03036620386537537
frequency,0.02642726363073089
shifting,0.023289262761924133
shifted,0.019861857670197575
vectors,-0.016147812053582334
cover,0.051503549595561755
portion,-0.03916433339942066
display,-0.035959470360433406
second,-0.03177774322088278
image,-0.03089880590010528
device,-0.021304629190088624
displaying,-0.016390199559204625
electronic,-0.013808774397187702
open,-0.010522794027312042
adjacent,0.005297269913848051
simulation,-0.15904474305083344
models,0.15201579366451243
individual,-0.09458776600237095
model,0.09389135615202572
values,0.08929408603796603
device,-0.07146805274215749
program,0.05627349898806414
computing,-0.0543778432086692
simulated,-0.05273276552739585
readable,0.036954307377904304
authentication,-0.13831878887815158
second,-0.09845640179637806
response,-0.050244805809411035
steps,0.044142762633233835
client,-0.04353453535579372
acquisition,0.03152482440504051
configured,-0.024722958754868456
processing,-0.0242662892247718
piece,-0.023820283482399274
apparatus,0.02095532640734758
reserved,-0.14490356254183087
symbol,-0.10043142839687749
resources,0.054583063793844
modulation,0.050043414045075285
acknowledgement,0.04504710119197538
information,0.034989856962041946
selection,0.02414053125995563
digital,-0.016939959685367413
needs,-0.01667601901668522
transmission,-0.009353443283983595
mail,-0.14857111159923309
recipient,0.09186407911557572
electronic,-0.07480146851047091
message,-0.06360355694948869
device,-0.034325680577977635
server,-0.014992141036783466
individual,-0.011399734118401433
and,-0.00913004181429346
request,-0.008733462816452651
perform,0.006188854195790999
test,-0.3141974715983301
alternative,-0.16542368956034123
plan,0.09744645849372228
estimates,0.09259201915064316
calculated,0.04070587080829563
values,0.03393267164387564
activities,-0.02939127874433937
initial,-0.028267899456352403
distributions,0.023393567027245304
distribution,0.021675638043541178
content,-0.09735960840823304
license,-0.053532968452486715
viewing,0.023859307598466457
server,-0.02284777376074322
limit,-0.021035575717391272
time,-0.01281274805829423
unit,0.0119051417699372
determination,0.009122186787602423
notification,-0.0072917260179732385
determines,0.0030564054457765232
